1.587865820056894677e+02,1.190302819411160300e+02
1.521744686848524850e+02,1.663865661455431280e+02
1.402455493978082472e+02,1.365480404635855507e+02
1.385459917082896482e+02,1.375042815308964350e+02
1.488312347389188801e+02,1.220706304423244717e+02
1.274476427087492567e+02,1.304834802045217828e+02
1.396265836110574980e+02,1.230084657182359535e+02
1.196618600652863336e+02,1.247813522712143879e+02
1.671757778524213620e+02,1.463139103144350770e+02
1.430057877157165649e+02,1.522633985615655376e+02
1.595727278943972465e+02,1.499764850972445061e+02
1.476934578047237210e+02,1.578440228090069013e+02
1.140811950613744443e+02,1.377925522019957043e+02
1.261931147611510085e+02,1.451525771319405465e+02
1.578149553932778417e+02,1.397434178466407104e+02
1.371965462326467389e+02,1.411112566495207261e+02
1.464574289949463264e+02,1.305799240072889518e+02
1.289954474455065565e+02,8.727399307987454335e+01
1.296644302580581041e+02,1.244228060247158396e+02
1.294639234135059667e+02,1.382285154951591721e+02
1.574219587635743380e+02,1.203399066659742118e+02
1.064199189938153722e+02,1.303973209095337893e+02
1.134165707619199992e+02,1.195597452601594597e+02
1.404688220056421812e+02,1.535611292204657730e+02
1.258363352826978740e+02,1.393749580842903129e+02
1.166392994639180358e+02,1.273677153258418997e+02
1.451846166894119676e+02,1.503639929435859983e+02
1.502258059133712322e+02,1.563292903928489466e+02
1.386270443930991689e+02,1.462248383143432875e+02
1.342694450713602521e+02,1.394216636349880218e+02
1.262763187786272567e+02,1.407364803073130872e+02
1.363467988659521950e+02,1.493063695183204800e+02
1.347212385098817720e+02,1.269367143984657957e+02
1.497418290688872275e+02,1.418056375673822629e+02
1.294047533574007218e+02,1.512079975792400433e+02
1.654889277650168822e+02,1.489766247888725843e+02
1.392063838908564435e+02,1.313291244737477825e+02
1.519986687589716894e+02,1.458712753845445036e+02
1.380795833697857233e+02,1.447025129723268435e+02
1.530966350744654108e+02,1.445809137641703330e+02
1.467975457603387213e+02,1.601619865112964192e+02
1.191600835903300890e+02,1.285090251662017238e+02
1.248374312707429681e+02,1.639587086874304305e+02
1.300072626618939466e+02,1.327603994847555100e+02
1.423783989393220963e+02,8.798538578587724146e+01
1.494783726356759246e+02,1.314395991983867589e+02
1.448569795785450651e+02,1.413053889957901674e+02
1.331597849148010937e+02,1.266708302559743800e+02
1.222693115485776616e+02,1.401675531984583074e+02
1.503154212937355965e+02,1.377605318402902697e+02
1.396761490734436677e+02,1.454382186166075996e+02
1.298501257310513779e+02,1.498474329696971381e+02
1.310374053914527224e+02,1.667871348313319686e+02
1.340882124271329587e+02,1.062388355626180783e+02
1.378606306407041586e+02,1.121968447586745015e+02
1.297183077710030545e+02,1.394050038837904424e+02
1.371619805434161776e+02,1.260017864020208549e+02
1.266651386187845532e+02,1.449490131252052834e+02
1.399956532181616069e+02,1.275224424883186600e+02
1.376632347562155303e+02,1.397948557961048266e+02
1.602748363148515978e+02,1.158024044191354847e+02
1.166054795158916875e+02,1.415300641502840620e+02
1.493353924521673548e+02,1.349698053643808464e+02
1.296935118794525010e+02,1.548243367626919849e+02
1.373609193717645951e+02,1.283526056394836417e+02
1.460412955462035995e+02,1.265369283638776352e+02
1.160000917999195025e+02,1.411955575191921639e+02
1.475343466361627804e+02,1.528493309976345245e+02
1.397717953403702325e+02,1.372046044683482933e+02
1.320729860866249794e+02,1.144899028122299001e+02
1.393406795164439700e+02,1.481065163932597954e+02
1.521995638635395096e+02,1.379935170544948448e+02
1.565287716782339373e+02,1.696396422651515650e+02
1.444189959066229108e+02,1.426192809779560093e+02
1.260625803889650456e+02,1.688786822595783974e+02
1.431600308050130081e+02,1.420102585701002340e+02
